level,x,z
0,2590,3289
0,2590,3294
0,2590,3295
0,2590,3298
0,2590,3299
0,2590,3303
0,2590,3304
0,2590,3305
0,2590,3314
0,2590,3315
0,2590,3316
0,2590,3318
0,2590,3319
0,2590,3322
0,2590,3323
0,2591,3268
0,2591,3273
0,2591,3277
0,2591,3278
0,2591,3279
0,2591,3280
0,2591,3281
0,2591,3282
0,2591,3283
0,2591,3284
0,2591,3289
0,2591,3290
0,2591,3291
0,2591,3292
0,2591,3293
0,2591,3294
0,2591,3299
0,2591,3300
0,2591,3301
0,2591,3302
0,2591,3303
0,2591,3304
0,2591,3310
0,2591,3311
0,2591,3312
0,2591,3313
0,2591,3319
0,2591,3320
0,2591,3322
0,2591,3325
0,2591,3326
0,2592,3265
0,2592,3267
0,2592,3274
0,2592,3276
0,2592,3278
0,2592,3279
0,2592,3280
0,2592,3281
0,2592,3282
0,2592,3283
0,2592,3284
0,2592,3309
0,2592,3310
0,2592,3311
0,2592,3312
0,2592,3313
0,2592,3314
0,2592,3317
0,2592,3323
0,2593,3273
0,2593,3275
0,2593,3277
0,2593,3280
0,2593,3281
0,2593,3282
0,2593,3283
0,2593,3284
0,2593,3308
0,2593,3309
0,2593,3310
0,2593,3311
0,2593,3312
0,2593,3313
0,2593,3314
0,2593,3315
0,2593,3318
0,2594,3273
0,2594,3279
0,2594,3281
0,2594,3282
0,2594,3283
0,2594,3284
0,2594,3285
0,2594,3286
0,2594,3287
0,2594,3288
0,2594,3289
0,2594,3307
0,2594,3308
0,2594,3309
0,2594,3310
0,2594,3311
0,2594,3312
0,2594,3313
0,2594,3314
0,2594,3315
0,2594,3316
0,2594,3319
0,2595,3268
0,2595,3269
0,2595,3273
0,2595,3275
0,2595,3280
0,2595,3282
0,2595,3283
0,2595,3284
0,2595,3285
0,2595,3286
0,2595,3287
0,2595,3288
0,2595,3289
0,2595,3290
0,2595,3291
0,2595,3292
0,2595,3293
0,2595,3299
0,2595,3300
0,2595,3301
0,2595,3302
0,2595,3303
0,2595,3304
0,2595,3305
0,2595,3306
0,2595,3307
0,2595,3308
0,2595,3309
0,2595,3310
0,2595,3311
0,2595,3312
0,2595,3313
0,2595,3314
0,2595,3315
0,2595,3316
0,2595,3317
0,2595,3318
0,2595,3321
0,2595,3322
0,2595,3323
0,2595,3324
0,2596,3267
0,2596,3272
0,2596,3281
0,2596,3283
0,2596,3284
0,2596,3285
0,2596,3286
0,2596,3287
0,2596,3288
0,2596,3289
0,2596,3290
0,2596,3291
0,2596,3292
0,2596,3293
0,2596,3294
0,2596,3299
0,2596,3300
0,2596,3301
0,2596,3302
0,2596,3303
0,2596,3304
0,2596,3305
0,2596,3306
0,2596,3307
0,2596,3308
0,2596,3309
0,2596,3311
0,2596,3312
0,2596,3314
0,2596,3315
0,2596,3316
0,2596,3317
0,2596,3318
0,2597,3268
0,2597,3271
0,2597,3282
0,2597,3285
0,2597,3286
0,2597,3287
0,2597,3288
0,2597,3289
0,2597,3290
0,2597,3291
0,2597,3292
0,2597,3293
0,2597,3294
0,2597,3299
0,2597,3300
0,2597,3301
0,2597,3302
0,2597,3303
0,2597,3304
0,2597,3305
0,2597,3306
0,2597,3310
0,2597,3311
0,2597,3316
0,2597,3317
0,2597,3318
0,2597,3324
0,2597,3325
0,2598,3274
0,2598,3275
0,2598,3276
0,2598,3278
0,2598,3283
0,2598,3288
0,2598,3289
0,2598,3290
0,2598,3291
0,2598,3292
0,2598,3293
0,2598,3294
0,2598,3299
0,2598,3300
0,2598,3301
0,2598,3302
0,2598,3303
0,2598,3304
0,2598,3310
0,2598,3311
0,2598,3317
0,2598,3318
0,2598,3319
0,2598,3320
0,2598,3324
0,2598,3325
0,2599,3264
0,2599,3267
0,2599,3275
0,2599,3276
0,2599,3277
0,2599,3278
0,2599,3279
0,2599,3284
0,2599,3290
0,2599,3291
0,2599,3292
0,2599,3293
0,2599,3294
0,2599,3299
0,2599,3300
0,2599,3301
0,2599,3302
0,2599,3316
0,2599,3317
0,2599,3318
0,2599,3319
0,2599,3320
0,2599,3321
0,2599,3322
0,2599,3323
0,2599,3324
0,2599,3325
0,2599,3326
0,2599,3327
0,2600,3274
0,2600,3277
0,2600,3278
0,2600,3282
0,2600,3287
0,2600,3294
0,2600,3299
0,2600,3300
0,2600,3316
0,2600,3317
0,2600,3319
0,2600,3320
0,2600,3321
0,2600,3322
0,2600,3323
0,2600,3324
0,2600,3325
0,2600,3326
0,2600,3327
0,2601,3267
0,2601,3271
0,2601,3275
0,2601,3288
0,2601,3307
0,2601,3308
0,2601,3310
0,2601,3311
0,2601,3312
0,2601,3319
0,2601,3320
0,2601,3324
0,2601,3325
0,2601,3326
0,2601,3327
0,2602,3266
0,2602,3272
0,2602,3276
0,2602,3277
0,2602,3281
0,2602,3286
0,2602,3287
0,2602,3310
0,2602,3311
0,2602,3312
0,2602,3319
0,2602,3320
0,2602,3323
0,2602,3324
0,2602,3325
0,2603,3273
0,2603,3276
0,2603,3277
0,2603,3302
0,2603,3303
0,2603,3304
0,2603,3310
0,2603,3311
0,2603,3312
0,2603,3314
0,2603,3315
0,2603,3321
0,2603,3322
0,2603,3323
0,2603,3324
0,2603,3325
0,2604,3266
0,2604,3278
0,2604,3279
0,2604,3302
0,2604,3303
0,2604,3304
0,2604,3314
0,2604,3315
0,2604,3316
0,2604,3317
0,2604,3318
0,2604,3321
0,2604,3322
0,2604,3323
0,2604,3324
0,2604,3325
0,2605,3273
0,2605,3276
0,2605,3278
0,2605,3279
0,2605,3281
0,2605,3282
0,2605,3295
0,2605,3298
0,2605,3302
0,2605,3303
0,2605,3304
0,2605,3312
0,2605,3313
0,2605,3316
0,2605,3317
0,2605,3318
0,2605,3321
0,2605,3322
0,2605,3325
0,2605,3326
0,2605,3327
0,2606,3272
0,2606,3277
0,2606,3281
0,2606,3287
0,2606,3312
0,2606,3313
0,2606,3316
0,2606,3317
0,2606,3318
0,2606,3321
0,2606,3322
0,2606,3325
0,2606,3326
0,2606,3327
0,2607,3271
0,2607,3274
0,2607,3286
0,2607,3287
0,2607,3288
0,2607,3289
0,2608,3270
0,2608,3285
0,2608,3286
0,2608,3287
0,2608,3288
0,2608,3289
0,2608,3290
0,2609,3267
0,2609,3269
0,2609,3285
0,2609,3286
0,2609,3287
0,2609,3288
0,2609,3289
0,2609,3303
0,2609,3304
0,2609,3319
0,2610,3273
0,2610,3276
0,2610,3277
0,2610,3278
0,2610,3283
0,2610,3290
0,2610,3295
0,2610,3299
0,2610,3301
0,2610,3304
0,2610,3306
0,2610,3312
0,2610,3315
0,2610,3317
0,2611,3273
0,2611,3277
0,2611,3278
0,2611,3296
0,2611,3303
0,2611,3304
0,2611,3315
0,2611,3318
0,2611,3323
0,2611,3326
0,2612,3271
0,2612,3272
0,2612,3273
0,2612,3274
0,2612,3275
0,2612,3276
0,2612,3277
0,2612,3278
0,2612,3279
0,2612,3281
0,2612,3291
0,2612,3292
0,2612,3293
0,2612,3296
0,2612,3299
0,2612,3301
0,2612,3302
0,2612,3304
0,2612,3307
0,2612,3319
0,2612,3320
0,2612,3325
0,2612,3326
0,2613,3299
0,2613,3301
0,2613,3302
0,2613,3304
0,2613,3315
0,2613,3316
0,2613,3317
0,2613,3319
0,2613,3320
0,2613,3324
0,2613,3325
0,2614,3264
0,2614,3265
0,2614,3266
0,2614,3267
0,2614,3272
0,2614,3273
0,2614,3274
0,2614,3275
0,2614,3276
0,2614,3277
0,2614,3278
0,2614,3279
0,2614,3291
0,2614,3302
0,2614,3310
0,2614,3315
0,2614,3316
0,2614,3321
0,2614,3322
0,2614,3325
0,2614,3326
0,2615,3272
0,2615,3273
0,2615,3274
0,2615,3275
0,2615,3278
0,2615,3282
0,2615,3286
0,2615,3289
0,2615,3291
0,2615,3293
0,2615,3305
0,2615,3307
0,2615,3310
0,2615,3318
0,2615,3321
0,2615,3322
0,2615,3325
0,2615,3326
0,2616,3272
0,2616,3273
0,2616,3277
0,2616,3281
0,2616,3287
0,2616,3291
0,2616,3292
0,2616,3293
0,2616,3305
0,2616,3307
0,2617,3265
0,2617,3269
0,2617,3280
0,2617,3296
0,2617,3309
0,2617,3315
0,2617,3317
0,2617,3318
0,2617,3323
0,2617,3325
0,2617,3326
0,2618,3285
0,2618,3286
0,2618,3300
0,2618,3302
0,2618,3309
0,2619,3280
0,2619,3281
0,2619,3282
0,2619,3285
0,2619,3286
0,2619,3299
0,2619,3305
0,2619,3307
0,2619,3310
0,2619,3314
0,2619,3315
0,2619,3326
0,2619,3327
0,2620,3269
0,2620,3271
0,2620,3274
0,2620,3279
0,2620,3281
0,2620,3282
0,2620,3287
0,2620,3292
0,2620,3293
0,2620,3294
0,2620,3299
0,2620,3305
0,2620,3307
0,2620,3310
0,2620,3314
0,2620,3315
0,2620,3319
0,2620,3326
0,2620,3327
0,2621,3278
0,2621,3286
0,2621,3299
0,2621,3301
0,2621,3304
0,2621,3310
0,2621,3316
0,2621,3318
0,2621,3319
0,2621,3322
0,2621,3323
0,2621,3326
0,2622,3264
0,2622,3283
0,2622,3292
0,2622,3300
0,2622,3303
0,2622,3310
0,2622,3318
0,2622,3319
0,2622,3322
0,2622,3323
0,2622,3327
0,2623,3267
0,2623,3271
0,2623,3274
0,2623,3276
0,2623,3301
0,2623,3307
1,2560,3302
1,2560,3303
1,2560,3304
1,2560,3305
1,2560,3306
1,2560,3307
1,2560,3308
1,2560,3309
1,2560,3310
1,2560,3311
1,2560,3312
1,2560,3313
1,2560,3317
1,2560,3318
1,2560,3319
1,2560,3320
1,2560,3321
1,2560,3322
1,2560,3323
1,2560,3324
1,2561,3302
1,2561,3303
1,2561,3304
1,2561,3305
1,2561,3306
1,2561,3307
1,2561,3308
1,2561,3309
1,2561,3310
1,2561,3311
1,2561,3312
1,2561,3313
1,2561,3317
1,2561,3318
1,2561,3319
1,2561,3320
1,2561,3321
1,2561,3322
1,2561,3323
1,2561,3324
1,2562,3302
1,2562,3303
1,2562,3304
1,2562,3305
1,2562,3306
1,2562,3307
1,2562,3308
1,2562,3309
1,2562,3310
1,2562,3311
1,2562,3312
1,2562,3313
1,2562,3317
1,2562,3318
1,2562,3319
1,2562,3320
1,2562,3321
1,2562,3322
1,2562,3323
1,2562,3324
1,2563,3307
1,2563,3308
1,2563,3309
1,2563,3310
1,2563,3311
1,2563,3312
1,2563,3313
1,2563,3317
1,2563,3318
1,2563,3319
1,2563,3320
1,2563,3321
1,2563,3322
1,2563,3323
1,2563,3324
1,2564,3267
1,2564,3272
1,2564,3273
1,2564,3274
1,2564,3275
1,2564,3276
1,2564,3307
1,2564,3308
1,2564,3309
1,2564,3310
1,2564,3311
1,2564,3312
1,2564,3313
1,2564,3317
1,2564,3318
1,2564,3319
1,2564,3320
1,2564,3321
1,2564,3322
1,2565,3267
1,2565,3272
1,2565,3273
1,2565,3274
1,2565,3275
1,2565,3276
1,2565,3325
1,2565,3326
1,2566,3272
1,2566,3273
1,2566,3274
1,2566,3275
1,2566,3276
1,2566,3318
1,2566,3322
1,2566,3325
1,2566,3326
1,2567,3273
1,2567,3274
1,2567,3275
1,2567,3276
1,2567,3318
1,2567,3319
1,2567,3320
1,2567,3325
1,2567,3326
1,2568,3268
1,2568,3269
1,2568,3271
1,2568,3272
1,2568,3273
1,2568,3274
1,2568,3279
1,2568,3318
1,2568,3319
1,2568,3320
1,2568,3325
1,2568,3326
1,2569,3268
1,2569,3269
1,2569,3271
1,2569,3272
1,2569,3273
1,2569,3274
1,2569,3279
1,2569,3293
1,2569,3294
1,2569,3296
1,2569,3297
1,2569,3299
1,2569,3300
1,2570,3271
1,2570,3272
1,2570,3273
1,2570,3274
1,2570,3279
1,2570,3284
1,2570,3287
1,2570,3292
1,2570,3301
1,2570,3306
1,2570,3309
1,2571,3272
1,2571,3273
1,2571,3274
1,2571,3275
1,2571,3285
1,2571,3286
1,2571,3288
1,2571,3289
1,2571,3290
1,2571,3291
1,2571,3295
1,2571,3296
1,2571,3301
1,2571,3302
1,2571,3303
1,2571,3304
1,2571,3305
1,2571,3308
1,2572,3267
1,2572,3272
1,2572,3273
1,2572,3274
1,2572,3275
1,2572,3295
1,2572,3296
1,2572,3308
1,2572,3318
1,2572,3319
1,2572,3320
1,2572,3321
1,2572,3325
1,2572,3326
1,2573,3267
1,2573,3270
1,2573,3271
1,2573,3272
1,2573,3273
1,2573,3274
1,2573,3275
1,2573,3284
1,2573,3287
1,2573,3306
1,2573,3309
1,2573,3318
1,2573,3325
1,2573,3326
1,2574,3267
1,2574,3270
1,2574,3271
1,2574,3272
1,2574,3273
1,2574,3274
1,2574,3275
1,2574,3288
1,2574,3318
1,2574,3319
1,2574,3326
1,2575,3267
1,2575,3270
1,2575,3271
1,2575,3272
1,2575,3273
1,2575,3274
1,2575,3275
1,2575,3292
1,2575,3294
1,2575,3295
1,2575,3296
1,2575,3298
1,2575,3299
1,2575,3301
1,2575,3303
1,2575,3304
1,2575,3319
1,2575,3320
1,2575,3321
1,2575,3322
1,2576,3266
1,2576,3267
1,2576,3268
1,2576,3269
1,2576,3270
1,2576,3271
1,2576,3272
1,2576,3273
1,2576,3274
1,2576,3286
1,2576,3292
1,2576,3294
1,2576,3301
1,2576,3302
1,2576,3303
1,2576,3304
1,2576,3305
1,2576,3307
1,2576,3322
1,2576,3323
1,2576,3325
1,2577,3267
1,2577,3268
1,2577,3269
1,2577,3270
1,2577,3286
1,2577,3301
1,2577,3302
1,2577,3303
1,2577,3304
1,2577,3305
1,2577,3307
1,2577,3323
1,2577,3324
1,2577,3325
1,2577,3326
1,2578,3295
1,2578,3301
1,2578,3302
1,2578,3303
1,2578,3304
1,2578,3305
1,2578,3323
1,2578,3324
1,2578,3325
1,2578,3326
1,2579,3293
1,2579,3295
1,2579,3297
1,2579,3300
1,2579,3301
1,2579,3302
1,2579,3303
1,2579,3304
1,2579,3305
1,2580,3284
1,2580,3287
1,2580,3292
1,2580,3294
1,2580,3306
1,2580,3309
1,2581,3284
1,2581,3306
1,2581,3309
1,2582,3284
1,2582,3288
1,2582,3305
1,2582,3309
1,2583,3284
1,2583,3289
1,2583,3304
1,2583,3309
1,2584,3286
1,2584,3290
1,2584,3303
1,2584,3307
1,2585,3287
1,2585,3291
1,2585,3302
1,2585,3306
1,2585,3324
1,2585,3325
1,2585,3326
1,2585,3327
1,2586,3288
1,2586,3293
1,2586,3300
1,2586,3305
1,2586,3324
1,2586,3325
1,2586,3326
1,2586,3327
1,2587,3289
1,2587,3300
1,2587,3304
1,2587,3324
1,2587,3325
1,2587,3326
1,2587,3327
1,2588,3291
1,2588,3292
1,2588,3302
1,2588,3324
1,2588,3325
1,2588,3326
1,2588,3327
1,2589,3290
1,2589,3293
1,2589,3300
1,2589,3303
1,2589,3324
1,2589,3325
1,2589,3326
1,2589,3327
1,2590,3324
1,2590,3325
1,2590,3326
1,2590,3327
1,2591,3324
1,2591,3325
1,2591,3326
1,2591,3327
1,2592,3324
1,2592,3325
1,2592,3326
1,2592,3327
1,2593,3320
1,2593,3321
1,2593,3322
1,2593,3323
1,2593,3324
1,2593,3325
1,2594,3320
1,2594,3321
1,2594,3322
1,2594,3323
1,2594,3324
1,2594,3325
1,2595,3320
1,2595,3321
1,2595,3322
1,2595,3323
1,2595,3324
1,2595,3325
1,2596,3320
1,2596,3321
1,2596,3322
1,2596,3323
1,2596,3324
1,2596,3325
1,2599,3285
1,2599,3286
1,2599,3287
1,2599,3309
1,2599,3310
1,2599,3311
1,2599,3312
1,2599,3313
1,2599,3314
1,2600,3285
1,2600,3286
1,2600,3287
1,2600,3288
1,2600,3309
1,2600,3310
1,2600,3311
1,2600,3312
1,2600,3313
1,2600,3314
1,2601,3285
1,2601,3286
1,2601,3287
1,2601,3288
1,2601,3309
1,2601,3310
1,2601,3311
1,2601,3312
1,2601,3313
1,2601,3314
1,2602,3285
1,2602,3286
1,2602,3287
1,2602,3288
1,2602,3309
1,2602,3310
1,2602,3311
1,2602,3312
1,2602,3313
1,2602,3314
1,2603,3309
1,2603,3310
1,2603,3311
1,2603,3312
1,2603,3313
1,2604,3309
1,2604,3310
1,2604,3311
1,2604,3312
1,2604,3313
1,2609,3310
1,2609,3311
1,2610,3306
1,2610,3310
1,2610,3311
1,2610,3315
1,2610,3316
1,2610,3317
1,2610,3325
1,2610,3327
1,2611,3310
1,2611,3311
1,2611,3314
1,2611,3319
1,2611,3322
1,2611,3324
1,2611,3327
1,2612,3291
1,2612,3293
1,2612,3294
1,2612,3296
1,2612,3304
1,2612,3305
1,2612,3306
1,2612,3310
1,2612,3311
1,2612,3314
1,2612,3317
1,2612,3318
1,2612,3319
1,2612,3322
1,2613,3303
1,2613,3304
1,2613,3310
1,2613,3311
1,2613,3317
1,2613,3318
1,2613,3319
1,2614,3295
1,2614,3296
1,2614,3303
1,2614,3304
1,2614,3310
1,2614,3311
1,2614,3314
1,2614,3317
1,2614,3318
1,2614,3319
1,2614,3322
1,2614,3325
1,2614,3326
1,2614,3327
1,2615,3291
1,2615,3295
1,2615,3296
1,2615,3303
1,2615,3304
1,2615,3310
1,2615,3311
1,2615,3316
1,2615,3325
1,2615,3326
1,2615,3327
1,2616,3291
1,2616,3295
1,2616,3296
1,2616,3303
1,2616,3304
1,2616,3310
1,2616,3311
1,2616,3314
1,2617,3293
1,2617,3303
1,2617,3304
1,2617,3310
1,2617,3311
1,2617,3314
1,2617,3315
1,2617,3322
1,2617,3323
1,2618,3303
1,2618,3304
1,2618,3310
1,2618,3311
1,2618,3314
1,2618,3315
1,2618,3316
1,2618,3322
1,2618,3323
1,2618,3324
1,2618,3325
1,2619,3293
1,2619,3303
1,2619,3304
1,2619,3310
1,2619,3311
1,2620,3291
1,2620,3303
1,2620,3304
1,2620,3310
1,2620,3311
1,2621,3295
1,2621,3303
1,2621,3304
1,2621,3310
1,2621,3311
1,2622,3283
1,2622,3292
1,2622,3295
2,2563,3266
2,2563,3267
2,2563,3268
2,2563,3269
2,2563,3270
2,2563,3271
2,2563,3272
2,2563,3273
2,2563,3274
2,2563,3275
2,2564,3266
2,2564,3267
2,2564,3268
2,2564,3269
2,2564,3270
2,2564,3271
2,2564,3272
2,2564,3273
2,2564,3274
2,2564,3275
2,2564,3317
2,2564,3318
2,2564,3319
2,2564,3320
2,2564,3321
2,2564,3322
2,2564,3323
2,2564,3324
2,2564,3325
2,2565,3266
2,2565,3267
2,2565,3268
2,2565,3269
2,2565,3270
2,2565,3271
2,2565,3272
2,2565,3273
2,2565,3274
2,2565,3275
2,2565,3317
2,2565,3318
2,2565,3319
2,2565,3320
2,2565,3321
2,2565,3322
2,2565,3323
2,2565,3324
2,2565,3325
2,2566,3266
2,2566,3267
2,2566,3268
2,2566,3269
2,2566,3270
2,2566,3271
2,2566,3272
2,2566,3273
2,2566,3274
2,2566,3275
2,2566,3317
2,2566,3318
2,2566,3319
2,2566,3320
2,2566,3321
2,2566,3322
2,2566,3323
2,2566,3324
2,2566,3325
2,2567,3266
2,2567,3267
2,2567,3268
2,2567,3269
2,2567,3270
2,2567,3271
2,2567,3272
2,2567,3273
2,2567,3274
2,2567,3275
2,2567,3317
2,2567,3318
2,2567,3319
2,2567,3320
2,2567,3321
2,2567,3322
2,2567,3323
2,2567,3324
2,2567,3325
2,2568,3266
2,2568,3267
2,2568,3268
2,2568,3269
2,2568,3270
2,2568,3271
2,2568,3272
2,2568,3273
2,2568,3274
2,2568,3275
2,2568,3317
2,2568,3318
2,2568,3319
2,2568,3320
2,2568,3321
2,2568,3322
2,2568,3323
2,2568,3324
2,2568,3325
2,2569,3266
2,2569,3267
2,2569,3268
2,2569,3269
2,2569,3270
2,2569,3271
2,2569,3293
2,2569,3294
2,2569,3299
2,2569,3300
2,2569,3317
2,2569,3318
2,2569,3319
2,2569,3320
2,2569,3321
2,2569,3322
2,2569,3323
2,2569,3324
2,2569,3325
2,2570,3266
2,2570,3267
2,2570,3268
2,2570,3269
2,2570,3270
2,2570,3271
2,2570,3284
2,2570,3285
2,2570,3287
2,2570,3292
2,2570,3301
2,2570,3306
2,2570,3308
2,2570,3309
2,2570,3321
2,2570,3322
2,2570,3323
2,2570,3324
2,2570,3325
2,2571,3266
2,2571,3267
2,2571,3268
2,2571,3269
2,2571,3288
2,2571,3289
2,2571,3290
2,2571,3291
2,2571,3302
2,2571,3303
2,2571,3304
2,2571,3305
2,2571,3317
2,2571,3318
2,2571,3319
2,2571,3320
2,2571,3321
2,2571,3322
2,2571,3323
2,2571,3324
2,2571,3325
2,2571,3326
2,2571,3327
2,2572,3266
2,2572,3267
2,2572,3268
2,2572,3317
2,2572,3318
2,2572,3319
2,2572,3320
2,2572,3321
2,2572,3322
2,2572,3323
2,2572,3324
2,2572,3325
2,2572,3326
2,2572,3327
2,2573,3266
2,2573,3267
2,2573,3268
2,2573,3270
2,2573,3271
2,2573,3284
2,2573,3287
2,2573,3288
2,2573,3289
2,2573,3290
2,2573,3291
2,2573,3292
2,2573,3293
2,2573,3294
2,2573,3302
2,2573,3303
2,2573,3304
2,2573,3305
2,2573,3306
2,2573,3309
2,2573,3317
2,2573,3318
2,2573,3319
2,2573,3320
2,2573,3321
2,2573,3322
2,2573,3323
2,2573,3324
2,2573,3325
2,2573,3326
2,2573,3327
2,2574,3266
2,2574,3267
2,2574,3268
2,2574,3269
2,2574,3270
2,2574,3271
2,2574,3285
2,2574,3287
2,2574,3288
2,2574,3289
2,2574,3290
2,2574,3291
2,2574,3292
2,2574,3293
2,2574,3294
2,2574,3302
2,2574,3303
2,2574,3304
2,2574,3305
2,2574,3308
2,2574,3317
2,2574,3318
2,2574,3319
2,2574,3320
2,2574,3321
2,2574,3322
2,2574,3323
2,2574,3324
2,2574,3325
2,2574,3326
2,2574,3327
2,2575,3266
2,2575,3267
2,2575,3268
2,2575,3269
2,2575,3270
2,2575,3271
2,2575,3285
2,2575,3286
2,2575,3287
2,2575,3288
2,2575,3289
2,2575,3290
2,2575,3291
2,2575,3292
2,2575,3293
2,2575,3294
2,2575,3302
2,2575,3303
2,2575,3304
2,2575,3305
2,2575,3307
2,2575,3308
2,2575,3317
2,2575,3318
2,2575,3319
2,2575,3320
2,2575,3321
2,2575,3322
2,2575,3323
2,2575,3324
2,2575,3325
2,2575,3326
2,2575,3327
2,2576,3266
2,2576,3267
2,2576,3268
2,2576,3269
2,2576,3270
2,2576,3271
2,2576,3285
2,2576,3291
2,2576,3292
2,2576,3293
2,2576,3294
2,2576,3302
2,2576,3303
2,2576,3304
2,2576,3305
2,2576,3308
2,2576,3317
2,2576,3318
2,2576,3319
2,2576,3320
2,2576,3321
2,2576,3322
2,2576,3323
2,2576,3324
2,2576,3325
2,2576,3326
2,2576,3327
2,2577,3285
2,2577,3291
2,2577,3292
2,2577,3293
2,2577,3294
2,2577,3295
2,2577,3298
2,2577,3308
2,2577,3321
2,2577,3322
2,2577,3323
2,2577,3324
2,2577,3325
2,2577,3326
2,2577,3327
2,2578,3285
2,2578,3286
2,2578,3291
2,2578,3292
2,2578,3293
2,2578,3294
2,2578,3295
2,2578,3297
2,2578,3299
2,2578,3300
2,2578,3307
2,2578,3308
2,2579,3285
2,2579,3291
2,2579,3292
2,2579,3293
2,2579,3294
2,2579,3295
2,2579,3296
2,2579,3297
2,2579,3298
2,2579,3300
2,2579,3301
2,2579,3308
2,2580,3284
2,2580,3287
2,2580,3291
2,2580,3292
2,2580,3293
2,2580,3294
2,2580,3295
2,2580,3296
2,2580,3306
2,2580,3309
2,2581,3285
2,2581,3286
2,2581,3291
2,2581,3292
2,2581,3293
2,2581,3294
2,2581,3295
2,2581,3296
2,2581,3307
2,2581,3308
2,2582,3285
2,2582,3286
2,2582,3288
2,2582,3305
2,2582,3307
2,2582,3308
2,2583,3284
2,2583,3289
2,2583,3304
2,2583,3309
2,2584,3286
2,2584,3287
2,2584,3290
2,2584,3303
2,2584,3306
2,2584,3307
2,2585,3287
2,2585,3291
2,2585,3302
2,2585,3306
2,2586,3288
2,2586,3289
2,2586,3293
2,2586,3300
2,2586,3304
2,2586,3305
2,2587,3289
2,2587,3291
2,2587,3292
2,2587,3295
2,2587,3298
2,2587,3301
2,2587,3302
2,2587,3304
2,2588,3291
2,2588,3292
2,2588,3294
2,2588,3295
2,2588,3296
2,2588,3297
2,2588,3298
2,2588,3299
2,2588,3301
2,2588,3302
2,2589,3290
2,2589,3293
2,2589,3300
2,2589,3303
2,2609,3308
2,2609,3309
2,2609,3313
2,2609,3314
2,2609,3315
2,2609,3316
2,2609,3317
2,2609,3318
2,2609,3319
2,2609,3320
2,2609,3321
2,2609,3322
2,2609,3323
2,2609,3324
2,2609,3325
2,2609,3326
2,2609,3327
2,2610,3306
2,2610,3308
2,2610,3309
2,2610,3313
2,2610,3314
2,2610,3315
2,2610,3316
2,2610,3317
2,2610,3318
2,2610,3319
2,2610,3320
2,2610,3321
2,2610,3322
2,2610,3323
2,2610,3324
2,2610,3325
2,2610,3326
2,2610,3327
2,2611,3291
2,2611,3292
2,2611,3293
2,2611,3294
2,2611,3295
2,2611,3296
2,2611,3308
2,2611,3309
2,2611,3313
2,2611,3314
2,2611,3315
2,2611,3316
2,2611,3317
2,2611,3318
2,2611,3319
2,2611,3320
2,2611,3321
2,2611,3322
2,2611,3323
2,2611,3324
2,2611,3325
2,2611,3326
2,2611,3327
2,2612,3291
2,2612,3292
2,2612,3293
2,2612,3294
2,2612,3295
2,2612,3296
2,2612,3304
2,2612,3305
2,2612,3307
2,2612,3308
2,2612,3309
2,2612,3313
2,2612,3314
2,2612,3315
2,2612,3316
2,2612,3317
2,2612,3318
2,2612,3319
2,2612,3320
2,2612,3321
2,2612,3322
2,2612,3323
2,2612,3324
2,2612,3325
2,2612,3326
2,2612,3327
2,2613,3291
2,2613,3296
2,2613,3305
2,2613,3306
2,2613,3307
2,2613,3308
2,2613,3309
2,2613,3313
2,2613,3314
2,2613,3315
2,2613,3316
2,2613,3317
2,2613,3318
2,2613,3319
2,2613,3320
2,2613,3321
2,2613,3322
2,2613,3323
2,2613,3324
2,2613,3325
2,2613,3326
2,2613,3327
2,2614,3291
2,2614,3296
2,2614,3305
2,2614,3306
2,2614,3307
2,2614,3308
2,2614,3309
2,2614,3313
2,2614,3314
2,2614,3315
2,2614,3316
2,2614,3317
2,2614,3318
2,2614,3319
2,2614,3320
2,2614,3321
2,2614,3322
2,2614,3323
2,2614,3324
2,2614,3325
2,2614,3326
2,2614,3327
2,2615,3291
2,2615,3296
2,2615,3305
2,2615,3306
2,2615,3307
2,2615,3308
2,2615,3309
2,2615,3313
2,2615,3314
2,2615,3315
2,2615,3316
2,2615,3317
2,2615,3318
2,2615,3319
2,2615,3320
2,2615,3321
2,2615,3322
2,2615,3323
2,2615,3324
2,2615,3325
2,2615,3326
2,2615,3327
2,2616,3291
2,2616,3292
2,2616,3293
2,2616,3294
2,2616,3295
2,2616,3296
2,2616,3305
2,2616,3306
2,2616,3307
2,2616,3308
2,2616,3309
2,2616,3313
2,2616,3314
2,2616,3315
2,2616,3316
2,2616,3317
2,2616,3318
2,2616,3319
2,2616,3320
2,2616,3321
2,2616,3322
2,2616,3323
2,2616,3324
2,2616,3325
2,2616,3326
2,2616,3327
2,2617,3291
2,2617,3292
2,2617,3293
2,2617,3294
2,2617,3295
2,2617,3296
2,2617,3305
2,2617,3306
2,2617,3307
2,2617,3308
2,2617,3309
2,2617,3313
2,2617,3314
2,2617,3315
2,2617,3316
2,2617,3317
2,2617,3318
2,2617,3319
2,2617,3320
2,2617,3321
2,2617,3322
2,2617,3323
2,2617,3324
2,2617,3325
2,2617,3326
2,2617,3327
2,2618,3292
2,2618,3293
2,2618,3294
2,2618,3295
2,2618,3305
2,2618,3306
2,2618,3307
2,2618,3308
2,2618,3309
2,2618,3313
2,2618,3314
2,2618,3315
2,2618,3316
